Record_id,G_id,BetType_id,Odds1,Odds2,Lastest_modified,Status
R04095,21600659,BT0007,22.51,12.31,2023-06-28 11:16:28,Expired
R04096,42100985,BT0005,3.08,8.21,2023-06-24 15:41:18,Expired
R04097,12000762,BT0007,4.64,17.28,2021-04-11 01:54:05,Expired
R04098,11800017,BT0005,3.54,12.87,2020-05-24 19:06:53,Expired
R04099,11900273,BT0001,24.66,25.91,2021-08-04 03:12:06,Expired
R04100,21200267,BT0003,16.12,18.07,2024-06-07 15:12:33,Expired
R04101,21601053,BT0004,25.8,21.57,2024-02-27 14:34:38,Expired
R04102,21501164,BT0001,18.95,6.11,2022-10-09 03:50:10,Expired
R04103,11800501,BT0007,17.43,19.41,2020-07-28 02:39:47,Expired
R04104,41501247,BT0004,13.66,9.04,2022-09-12 19:53:42,Expired
R04105,41700766,BT0001,26.96,11.6,2022-03-08 05:59:18,Expired
R04106,41200001,BT0002,13.76,9.83,2020-08-19 15:58:13,Expired
R04107,41700430,BT0001,27.8,25.37,2022-04-22 10:24:09,Expired
R04108,11801094,BT0003,25.61,24.72,2022-04-16 12:18:29,Expired
R04109,11400284,BT0003,20.76,3.71,2024-02-05 12:04:40,Expired
R04110,11500943,BT0007,17.75,19.29,2024-03-24 07:57:59,Expired
R04111,11400431,BT0003,6.05,15.15,2022-07-12 08:19:03,Expired
R04112,21400245,BT0004,5.21,25.35,2021-05-16 02:47:31,Expired
R04113,21500200,BT0005,18.53,13.47,2024-06-02 09:10:09,Expired
R04114,21900098,BT0001,7.49,15.08,2020-11-29 10:00:54,Expired
R04115,41700119,BT0007,21.98,9.82,2023-07-19 03:03:30,Expired
R04116,21800025,BT0007,18.53,2.5,2020-09-29 01:21:37,Expired
R04117,21300796,BT0005,14.13,20.49,2023-04-15 06:38:19,Expired
R04118,21700373,BT0003,5.25,27.0,2021-06-16 09:47:42,Expired
R04119,22200182,BT0006,8.86,12.62,2024-08-10 23:41:16,Expired
R04120,11400018,BT0005,16.49,24.33,2023-06-14 08:23:42,Expired
R04121,42200404,BT0007,13.24,2.81,2023-11-20 11:17:06,Expired
R04122,41300421,BT0002,9.74,16.77,2020-06-12 12:12:56,Expired
R04123,11800144,BT0003,6.21,6.55,2022-09-06 01:45:58,Expired
R04124,11201234,BT0006,18.13,27.37,2024-07-10 10:21:56,Expired
R04125,22101020,BT0006,10.1,14.33,2023-01-30 17:50:32,Expired
R04126,41400535,BT0006,16.48,27.5,2020-03-23 16:23:04,Expired
R04127,11300801,BT0007,9.21,18.27,2023-05-11 19:16:49,Expired
R04128,11800630,BT0002,29.05,4.08,2023-12-01 11:24:39,Expired
R04129,11200025,BT0005,18.79,20.63,2020-08-06 13:56:36,Expired
R04130,21900468,BT0006,29.33,20.15,2020-01-27 09:49:04,Expired
R04131,12200596,BT0007,2.19,13.5,2023-04-04 15:16:23,Expired
R04132,21901109,BT0004,21.54,17.12,2021-02-20 13:55:41,Expired
R04133,21800923,BT0003,16.58,22.99,2021-11-04 23:49:52,Expired
R04134,21900772,BT0003,20.73,20.47,2022-06-24 20:28:30,Expired
R04135,42100815,BT0006,25.04,11.82,2024-04-02 23:36:06,Expired
R04136,22200911,BT0003,9.43,10.31,2023-12-15 04:59:51,Expired
R04137,12101078,BT0007,5.97,29.78,2021-08-18 20:28:30,Expired
R04138,11901004,BT0002,16.59,28.48,2024-10-28 05:52:01,Expired
R04139,42100865,BT0003,7.96,6.07,2021-01-24 21:40:58,Expired
R04140,22000805,BT0001,18.88,29.74,2024-04-02 16:08:41,Expired
R04141,21700304,BT0002,6.13,28.51,2023-10-17 22:51:26,Expired
R04142,11800295,BT0004,17.64,14.04,2021-04-07 04:39:13,Expired
R04143,41300758,BT0007,24.95,22.27,2020-09-18 15:46:55,Expired
R04144,41600464,BT0004,29.22,9.01,2020-10-22 13:00:40,Expired
R04145,41401129,BT0006,22.31,27.95,2024-03-29 16:17:12,Expired
R04146,12100478,BT0003,21.01,13.28,2022-07-01 05:43:53,Expired
R04147,41501079,BT0006,5.1,11.17,2023-06-14 03:39:36,Expired
R04148,41901188,BT0007,22.96,3.42,2021-02-03 16:46:13,Expired
R04149,41401126,BT0002,19.92,12.44,2021-08-20 11:16:57,Expired
R04150,11900928,BT0004,23.74,16.45,2024-06-22 04:58:11,Expired
R04151,11201040,BT0002,25.62,22.27,2022-01-30 14:29:41,Expired
R04152,42201052,BT0003,21.96,20.36,2020-06-17 02:07:47,Expired
R04153,21500133,BT0003,15.18,12.82,2021-06-10 14:26:27,Expired
R04154,21301280,BT0003,15.23,13.5,2024-08-11 03:40:32,Expired
R04155,21400230,BT0007,26.7,25.23,2021-08-01 19:27:53,Expired
R04156,42100991,BT0003,22.81,16.98,2021-02-19 16:12:04,Expired
R04157,42000081,BT0001,25.82,25.86,2024-08-20 20:40:57,Expired
R04158,41800970,BT0007,20.11,25.32,2023-12-24 07:18:48,Expired
R04159,21501262,BT0006,5.38,7.81,2022-06-15 11:12:57,Expired
R04160,22100696,BT0004,6.04,15.15,2023-01-11 16:27:49,Expired
R04161,41501013,BT0001,17.37,20.07,2022-10-02 10:15:43,Expired
R04162,41500569,BT0002,27.82,28.2,2023-10-13 13:29:41,Expired
R04163,21800217,BT0001,19.06,15.04,2022-11-18 10:25:27,Expired
R04164,41500136,BT0003,10.47,28.15,2023-06-18 10:38:40,Expired
R04165,22201096,BT0002,15.54,10.02,2022-11-17 14:07:13,Expired
R04166,21500746,BT0007,10.74,14.22,2024-05-11 22:14:01,Expired
R04167,22200289,BT0006,9.65,19.66,2024-08-26 15:11:23,Expired
R04168,22201213,BT0004,12.77,26.18,2024-04-10 20:11:21,Expired
R04169,21400021,BT0004,21.38,28.66,2022-07-05 21:15:19,Expired
R04170,21800466,BT0004,22.47,2.28,2022-09-22 10:59:31,Expired
R04171,22100839,BT0006,16.39,27.84,2022-12-14 10:34:08,Expired
R04172,11700891,BT0003,25.49,6.97,2024-10-05 00:13:27,Expired
R04173,12001162,BT0007,9.05,16.17,2023-06-19 18:09:33,Expired
R04174,42100677,BT0004,14.61,28.04,2023-01-21 08:32:06,Expired
R04175,41501068,BT0001,19.74,2.62,2024-06-24 06:43:01,Expired
R04176,41700078,BT0003,17.17,15.03,2023-08-23 05:00:05,Expired
R04177,21300261,BT0003,22.55,3.58,2023-05-05 09:31:47,Expired
R04178,41400577,BT0007,20.94,24.16,2021-02-07 09:02:02,Expired
R04179,12000714,BT0003,28.13,21.3,2021-06-10 04:50:46,Expired
R04180,41800123,BT0003,9.03,20.98,2021-04-05 08:04:14,Expired
R04181,41500469,BT0003,15.81,27.47,2021-05-21 18:47:17,Expired
R04182,41200728,BT0001,23.28,7.67,2023-08-30 15:21:15,Expired
R04183,11300980,BT0007,18.84,3.42,2020-03-25 08:58:03,Expired
R04184,21701142,BT0003,8.68,6.69,2020-08-28 17:46:56,Expired
R04185,12000030,BT0003,13.45,3.11,2020-05-01 16:51:37,Expired
R04186,42001043,BT0002,21.78,25.76,2022-11-24 10:57:21,Expired
R04187,12000591,BT0006,4.54,16.1,2024-08-04 23:03:55,Expired
R04188,41600261,BT0005,28.85,16.12,2021-11-04 03:30:27,Expired
R04189,11700844,BT0001,11.73,4.78,2022-04-27 02:45:55,Expired
R04190,11500740,BT0004,22.63,10.38,2024-04-20 00:59:27,Expired
R04191,42200925,BT0003,23.89,12.05,2020-08-01 19:20:13,Expired
R04192,21700151,BT0003,5.43,4.45,2020-04-10 20:19:50,Expired
R04193,21400643,BT0001,8.19,15.79,2024-10-13 04:51:32,Expired
R04194,21400428,BT0001,6.42,13.23,2021-01-20 20:39:27,Expired
R04195,11400132,BT0006,9.6,23.63,2023-03-10 03:51:36,Expired
R04196,21200730,BT0004,3.45,18.03,2024-09-16 18:21:23,Expired
R04197,11700495,BT0006,10.75,16.35,2020-05-03 05:53:10,Expired
R04198,21201212,BT0003,9.46,8.74,2024-04-08 07:33:36,Expired
R04199,11301177,BT0007,11.84,17.55,2020-08-24 17:20:54,Expired
R04200,42201230,BT0004,26.72,10.56,2021-12-23 08:57:17,Expired
R04201,11900670,BT0003,8.58,27.28,2023-07-07 07:52:31,Expired
R04202,11400124,BT0003,6.01,24.16,2020-03-05 23:00:12,Expired
R04203,41901176,BT0005,6.58,11.26,2024-11-26 18:06:38,Expired
R04204,41300813,BT0001,17.17,29.69,2024-07-09 21:04:56,Expired
R04205,41500162,BT0005,25.99,8.89,2024-09-11 19:02:16,Expired
R04206,21301288,BT0007,25.58,11.32,2023-04-06 08:36:02,Expired
R04207,11700158,BT0002,8.85,26.87,2022-10-22 10:19:31,Expired
R04208,41400566,BT0006,15.3,12.79,2024-01-28 17:52:30,Expired
R04209,42201140,BT0004,23.9,5.74,2020-01-11 00:13:00,Expired
R04210,11800280,BT0003,16.66,13.16,2023-05-12 09:06:15,Expired
R04211,11900346,BT0003,15.02,9.64,2020-10-28 04:35:47,Expired
R04212,21800944,BT0003,28.14,8.59,2022-11-04 11:08:54,Expired
R04213,21800525,BT0005,14.46,5.92,2023-08-25 13:53:05,Expired
R04214,22100957,BT0004,8.5,11.37,2021-05-12 12:10:03,Expired
R04215,41501115,BT0007,28.92,4.71,2024-10-26 10:56:02,Expired
R04216,22200003,BT0005,9.15,8.69,2022-10-26 19:05:56,Expired
R04217,21900831,BT0004,28.1,7.32,2020-03-19 05:07:56,Expired
R04218,11600544,BT0002,27.75,20.25,2023-02-25 02:55:27,Expired
R04219,21900157,BT0006,16.25,10.2,2023-01-17 22:44:16,Expired
R04220,11600253,BT0007,15.7,19.13,2022-01-16 16:07:51,Expired
R04221,11900736,BT0007,3.32,23.11,2021-08-21 02:06:31,Expired
R04222,41400730,BT0006,14.28,19.03,2023-09-28 15:02:14,Expired
R04223,41700873,BT0005,16.48,16.74,2023-03-08 07:45:41,Expired
R04224,42200549,BT0005,4.06,4.8,2024-06-24 22:37:11,Expired
R04225,42200684,BT0007,23.07,19.5,2021-10-08 00:35:23,Expired
R04226,12100616,BT0003,2.38,27.74,2022-10-17 11:52:03,Expired
R04227,42200220,BT0001,17.97,29.16,2022-08-22 22:11:18,Expired
R04228,12200108,BT0004,17.93,18.51,2021-03-20 02:02:01,Expired
R04229,22200895,BT0005,29.36,17.32,2021-02-09 05:26:01,Expired
R04230,21200223,BT0006,22.66,6.25,2022-05-30 21:42:15,Expired
R04231,12100381,BT0003,17.25,7.96,2022-11-23 22:05:43,Expired
R04232,22200193,BT0004,25.56,7.05,2021-07-01 09:06:10,Expired
R04233,11900388,BT0001,25.57,4.65,2023-06-04 04:33:43,Expired
R04234,41900334,BT0002,9.44,15.23,2023-09-14 12:19:18,Expired
R04235,12101059,BT0005,8.18,1.53,2023-02-28 21:46:56,Expired
R04236,21501037,BT0003,6.5,22.17,2021-11-27 02:37:18,Expired
R04237,11501151,BT0002,7.62,19.27,2023-08-26 00:11:00,Expired
R04238,21300750,BT0001,17.99,13.37,2024-09-07 12:08:16,Expired
R04239,41600417,BT0002,18.33,6.94,2023-11-01 19:18:17,Expired
R04240,42001164,BT0005,6.29,18.7,2023-06-09 12:36:24,Expired
R04241,12100207,BT0002,4.91,2.88,2020-11-11 19:49:10,Expired
R04242,42100122,BT0004,2.52,4.92,2024-05-04 07:09:46,Expired
R04243,21900908,BT0007,2.33,22.24,2022-04-05 06:23:44,Expired
R04244,42200107,BT0002,12.31,23.36,2023-10-04 01:27:51,Expired
R04245,42000244,BT0002,11.81,29.21,2021-07-07 02:59:35,Expired
R04246,21700792,BT0003,21.01,6.21,2021-02-28 18:01:15,Expired
R04247,12000255,BT0001,2.1,26.54,2022-07-28 01:33:07,Expired
R04248,41300442,BT0007,7.96,6.13,2020-11-07 19:05:56,Expired
R04249,22101090,BT0002,3.73,21.4,2021-06-30 04:31:54,Expired
R04250,11500565,BT0006,15.52,14.98,2020-01-03 13:31:43,Expired
R04251,41600770,BT0007,16.97,3.77,2020-07-30 11:14:26,Expired
R04252,11500030,BT0006,5.71,21.47,2022-09-14 11:15:40,Expired
R04253,11200277,BT0007,15.42,8.96,2024-10-28 07:52:32,Expired
R04254,11500392,BT0001,16.27,3.04,2020-03-22 16:20:07,Expired
R04255,12100875,BT0007,12.78,8.88,2023-04-10 19:01:21,Expired
R04256,11400792,BT0006,8.34,25.09,2023-08-09 09:53:27,Expired
R04257,21300608,BT0004,6.96,7.44,2020-07-31 16:56:46,Expired
R04258,11801000,BT0004,27.99,18.68,2021-04-19 14:55:28,Expired
R04259,11300300,BT0004,8.62,22.46,2021-12-27 05:18:54,Expired
R04260,41900653,BT0005,4.49,12.57,2024-04-23 20:51:25,Expired
R04261,41301067,BT0001,18.01,16.01,2021-03-27 06:44:01,Expired
R04262,21600599,BT0001,10.88,14.12,2021-10-16 01:48:34,Expired
R04263,41400167,BT0005,19.94,1.83,2020-06-24 07:44:48,Expired
R04264,11200160,BT0006,27.13,22.88,2020-06-01 06:20:07,Expired
R04265,12200190,BT0006,11.74,21.49,2020-12-12 00:28:03,Expired
R04266,22000581,BT0004,19.81,14.02,2020-06-02 02:51:31,Expired
R04267,41300733,BT0001,21.26,9.44,2021-10-10 15:34:15,Expired
R04268,21600050,BT0001,28.72,4.01,2024-10-10 19:33:32,Expired
R04269,42000904,BT0004,12.6,7.97,2021-07-10 10:43:34,Expired
R04270,21600908,BT0001,24.49,20.6,2021-07-20 07:01:06,Expired
R04271,21701141,BT0006,4.11,1.99,2024-07-10 20:40:47,Expired
R04272,42201267,BT0006,25.72,7.13,2021-05-02 19:09:15,Expired
R04273,21401033,BT0007,6.99,29.48,2020-10-15 15:15:32,Expired
R04274,22100764,BT0005,6.55,2.83,2020-06-09 00:30:33,Expired
R04275,11300342,BT0005,18.62,11.48,2021-11-23 19:47:04,Expired
R04276,11500465,BT0004,11.92,22.0,2021-04-22 06:47:49,Expired
R04277,11701028,BT0004,8.75,5.1,2021-10-05 02:14:05,Expired
R04278,41600165,BT0007,2.68,2.2,2022-05-11 21:17:18,Expired
R04279,11400722,BT0005,19.34,26.9,2020-04-03 10:42:17,Expired
R04280,11400570,BT0005,9.65,8.65,2020-12-26 23:11:04,Expired
R04281,12100616,BT0007,2.78,24.0,2021-08-26 06:46:48,Expired
R04282,11401120,BT0006,1.99,2.29,2021-09-19 09:03:55,Expired
R04283,41300537,BT0001,6.42,11.89,2024-09-20 21:33:22,Expired
R04284,21501244,BT0007,3.9,2.0,2024-03-01 01:43:51,Expired
R04285,41500220,BT0001,18.79,14.19,2024-04-01 09:08:14,Expired
R04286,21500323,BT0002,27.93,28.64,2022-08-07 15:49:44,Expired
R04287,41700148,BT0007,14.94,8.1,2020-06-10 19:27:01,Expired
R04288,41600020,BT0005,18.09,9.16,2024-07-22 20:15:39,Expired
R04289,41600046,BT0002,16.84,26.12,2024-06-30 09:40:55,Expired
R04290,41500739,BT0004,23.22,7.68,2021-02-18 18:31:01,Expired
R04291,41601027,BT0006,1.97,5.47,2023-03-18 12:48:33,Expired
R04292,21700859,BT0004,24.12,20.31,2021-02-10 21:17:15,Expired
R04293,41900043,BT0005,8.55,13.36,2021-04-27 15:37:28,Expired
R04294,41200916,BT0003,13.65,15.68,2020-10-29 04:03:30,Expired
R04295,22200647,BT0004,8.52,12.33,2021-06-21 09:09:08,Expired
R04296,41601298,BT0005,19.03,20.67,2020-05-09 04:55:42,Expired
R04297,21600996,BT0003,5.6,18.69,2022-04-06 11:36:48,Expired
R04298,21800337,BT0006,12.62,10.84,2020-05-28 03:17:34,Expired
R04299,11400851,BT0005,26.31,23.74,2023-07-24 05:23:28,Expired
R04300,22100666,BT0007,16.34,21.59,2022-06-25 03:19:37,Expired
R04301,22101236,BT0007,20.43,13.64,2024-04-23 11:42:33,Expired
R04302,22000115,BT0003,8.81,4.03,2020-11-30 15:35:18,Expired
R04303,21601157,BT0003,26.92,27.34,2021-07-19 20:13:53,Expired
R04304,41300614,BT0005,11.0,28.7,2023-11-26 21:40:12,Expired
R04305,11500337,BT0003,15.63,24.06,2023-08-02 04:18:23,Expired
R04306,41500031,BT0003,13.16,7.05,2020-07-09 09:38:23,Expired
R04307,42101080,BT0004,27.88,28.89,2023-09-22 02:00:24,Expired
R04308,21600151,BT0004,26.25,19.22,2021-02-18 14:08:26,Expired
R04309,41500357,BT0001,24.34,16.54,2023-04-21 10:16:47,Expired
R04310,12000057,BT0007,7.46,15.12,2023-06-11 08:18:14,Expired
R04311,41500064,BT0005,15.96,13.99,2021-01-05 14:49:31,Expired
R04312,21300668,BT0007,3.37,9.85,2020-08-04 05:21:36,Expired
R04313,21600389,BT0002,28.86,3.16,2023-02-11 07:27:31,Expired
R04314,11401172,BT0007,28.48,11.91,2024-10-03 13:04:50,Expired
R04315,11400477,BT0002,24.77,11.62,2020-01-01 17:11:56,Expired
R04316,41800149,BT0006,19.64,28.13,2024-05-13 00:57:09,Expired
R04317,42000828,BT0003,2.28,9.97,2021-07-18 01:49:21,Expired
R04318,21701243,BT0005,28.25,19.95,2021-01-16 10:26:12,Expired
R04319,12101129,BT0006,11.13,1.57,2023-09-13 04:20:28,Expired
R04320,41800627,BT0006,18.53,6.88,2022-05-20 11:40:45,Expired
R04321,21800880,BT0007,25.33,22.75,2023-11-12 09:09:50,Expired
R04322,41200974,BT0004,16.53,25.86,2020-10-11 14:08:09,Expired
R04323,41700717,BT0007,29.14,14.11,2022-08-17 04:00:01,Expired
R04324,11600990,BT0003,25.35,19.44,2020-06-28 11:23:29,Expired
R04325,11800349,BT0005,13.29,29.68,2023-09-16 18:58:48,Expired
R04326,41400607,BT0001,28.82,23.63,2022-03-15 07:42:47,Expired
R04327,11800449,BT0005,2.87,13.09,2020-01-31 21:35:57,Expired
R04328,21400298,BT0004,13.95,14.84,2024-11-19 12:34:21,Expired
R04329,41600999,BT0005,5.97,22.19,2021-05-01 00:26:47,Expired
R04330,41201173,BT0004,12.79,28.52,2020-03-25 07:02:12,Expired
R04331,11900423,BT0004,2.04,11.05,2023-04-03 12:43:56,Expired
R04332,11400749,BT0001,16.84,23.74,2024-10-30 21:42:45,Expired
R04333,41901038,BT0005,12.49,16.42,2022-04-16 02:02:06,Expired
R04334,21201118,BT0006,17.02,4.14,2020-11-19 11:49:00,Expired
R04335,21300191,BT0005,25.18,15.79,2021-04-01 02:02:39,Expired
R04336,42200136,BT0003,6.2,5.88,2023-08-12 21:34:27,Expired
R04337,11300641,BT0005,2.16,19.65,2024-04-17 15:01:15,Expired
R04338,21401091,BT0005,10.68,22.7,2021-01-27 10:39:38,Expired
R04339,11900617,BT0006,5.58,3.25,2022-06-16 14:40:03,Expired
R04340,22200272,BT0006,20.96,4.6,2023-12-29 11:06:51,Expired
R04341,12201051,BT0002,9.09,19.12,2020-12-18 21:55:53,Expired
R04342,11500803,BT0005,1.57,7.41,2023-07-15 17:10:23,Expired
R04343,11700981,BT0004,11.59,16.27,2024-01-16 08:36:42,Expired
R04344,22200118,BT0003,26.56,22.35,2021-03-29 18:46:02,Expired
R04345,11700723,BT0005,17.4,9.8,2020-02-04 03:23:37,Expired
R04346,12200632,BT0007,3.73,22.77,2022-06-10 18:36:40,Expired
R04347,12100504,BT0007,14.48,4.14,2024-04-12 10:01:32,Expired
R04348,11800046,BT0007,4.5,4.5,2022-08-07 18:09:45,Expired
R04349,42001035,BT0006,27.69,4.82,2019-12-14 10:46:57,Expired
R04350,21501072,BT0003,16.7,12.02,2024-01-03 21:09:51,Expired
R04351,11200485,BT0005,16.55,29.56,2020-04-28 12:05:01,Expired
R04352,21800799,BT0005,24.78,8.73,2021-06-25 00:23:33,Expired
R04353,21600195,BT0006,28.93,24.37,2020-10-10 12:24:32,Expired
R04354,41300253,BT0001,10.83,10.77,2024-04-28 13:46:00,Expired
R04355,11300243,BT0004,21.14,3.21,2023-04-07 13:50:17,Expired
R04356,21500847,BT0005,16.75,13.71,2022-05-09 05:44:38,Expired
R04357,11600990,BT0005,27.91,13.01,2022-10-02 15:17:34,Expired
R04358,42200076,BT0001,8.28,12.88,2023-09-08 09:51:58,Expired
R04359,21700145,BT0003,1.92,25.6,2023-11-29 20:47:13,Expired
R04360,41900752,BT0006,13.28,13.77,2023-07-04 20:31:13,Expired
R04361,21500197,BT0005,20.27,27.58,2022-03-18 21:33:27,Expired
R04362,41401200,BT0006,21.79,23.39,2022-01-07 15:39:09,Expired
R04363,21800629,BT0001,11.34,7.28,2022-06-30 21:30:13,Expired
R04364,11500299,BT0004,15.22,17.19,2024-11-28 07:26:00,Expired
R04365,41901272,BT0007,22.44,6.67,2021-09-01 01:33:08,Expired
R04366,41800132,BT0001,6.15,24.03,2021-02-24 19:45:47,Expired
R04367,11800494,BT0007,6.16,19.55,2022-02-18 21:55:14,Expired
R04368,42201023,BT0004,25.61,23.51,2022-08-12 11:49:16,Expired
R04369,22201004,BT0003,1.79,27.01,2021-11-08 05:49:06,Expired
R04370,11200209,BT0002,19.4,27.51,2023-12-08 20:10:19,Expired
R04371,12200698,BT0004,29.54,22.57,2022-12-22 03:56:59,Expired
R04372,22101021,BT0006,24.36,25.13,2023-04-05 22:18:03,Expired
R04373,11300195,BT0003,23.36,6.9,2023-05-29 21:32:55,Expired
R04374,21600760,BT0001,14.12,7.13,2020-10-14 21:25:09,Expired
R04375,11400945,BT0003,15.33,28.34,2021-05-23 09:03:13,Expired
R04376,22100376,BT0003,9.31,25.05,2023-11-18 23:43:48,Expired
R04377,22200600,BT0004,25.25,8.14,2024-01-07 13:59:30,Expired
R04378,21900342,BT0004,13.65,1.83,2020-08-03 23:34:42,Expired
R04379,12100424,BT0003,17.96,26.46,2021-07-22 04:40:26,Expired
R04380,11800804,BT0007,3.67,23.16,2020-02-28 16:06:34,Expired
R04381,42200852,BT0006,27.95,17.38,2023-09-24 09:42:46,Expired
R04382,42200386,BT0005,27.96,27.55,2020-10-23 05:37:36,Expired
R04383,11200903,BT0001,3.03,10.86,2023-12-12 21:03:39,Expired
R04384,22200939,BT0002,29.27,27.55,2022-10-23 02:22:46,Expired
R04385,11600244,BT0003,12.89,21.67,2024-09-10 21:48:34,Expired
R04386,41800763,BT0007,27.01,4.7,2024-07-10 13:36:27,Expired
R04387,12100993,BT0007,24.66,5.39,2023-02-05 19:37:22,Expired
R04388,21400480,BT0003,19.64,2.43,2020-10-02 12:38:03,Expired
R04389,12000161,BT0006,27.22,11.28,2021-08-18 03:44:19,Expired
R04390,12000861,BT0001,11.56,18.49,2022-03-08 06:43:28,Expired
R04391,11400861,BT0002,4.9,10.29,2024-03-29 00:42:26,Expired
R04392,22000977,BT0003,15.01,17.47,2020-11-13 17:29:01,Expired
R04393,21600284,BT0006,19.13,6.84,2020-02-28 07:28:34,Expired
R04394,11300899,BT0004,3.27,7.78,2022-02-28 10:49:37,Expired
R04395,11200441,BT0001,25.54,16.07,2024-08-03 14:27:07,Expired
R04396,11500731,BT0003,9.56,16.39,2020-01-12 21:24:36,Expired
R04397,11200710,BT0006,16.91,26.73,2022-02-07 01:00:14,Expired
R04398,11400124,BT0003,23.75,27.32,2021-07-13 05:46:10,Expired
R04399,11900367,BT0003,8.01,24.92,2021-08-30 10:59:45,Expired
R04400,22001184,BT0005,2.59,5.51,2020-07-20 08:08:21,Expired
R04401,11300463,BT0006,20.09,6.18,2022-05-19 20:28:18,Expired
R04402,11900233,BT0001,29.84,20.29,2021-09-01 04:52:21,Expired
R04403,41500744,BT0003,13.69,13.63,2024-09-25 15:43:53,Expired
R04404,21501204,BT0001,5.36,4.15,2023-08-01 17:11:18,Expired
R04405,12101284,BT0001,18.88,17.51,2024-11-10 05:40:20,Expired
R04406,12000006,BT0003,23.55,9.13,2024-09-08 18:22:35,Expired
R04407,21300295,BT0001,19.44,5.97,2024-10-28 12:19:01,Expired
R04408,11600595,BT0004,6.69,18.02,2023-06-21 11:16:08,Expired
R04409,42100416,BT0001,1.59,17.28,2024-02-14 21:38:33,Expired
R04410,22201189,BT0007,23.49,1.99,2022-09-08 11:40:21,Expired
R04411,41700754,BT0007,25.75,19.49,2020-12-20 19:34:17,Expired
R04412,11500771,BT0004,29.06,19.74,2023-02-18 19:43:52,Expired
R04413,11501241,BT0002,5.41,18.58,2020-05-19 11:11:06,Expired
R04414,21401045,BT0003,25.07,15.17,2024-02-10 10:31:19,Expired
R04415,21801157,BT0001,10.49,25.08,2023-05-29 14:06:18,Expired
R04416,22100502,BT0005,23.33,26.28,2020-02-29 19:57:01,Expired
R04417,21600160,BT0004,24.12,8.36,2024-07-20 19:26:01,Expired
R04418,21700495,BT0001,2.55,12.22,2020-06-11 07:33:38,Expired
R04419,21300814,BT0006,2.66,1.93,2024-02-15 11:01:34,Expired
R04420,22100699,BT0001,16.84,1.5,2021-08-28 09:41:57,Expired
R04421,42000276,BT0006,9.32,23.47,2019-12-12 10:39:10,Expired
R04422,21500238,BT0006,5.61,13.89,2023-10-14 09:31:05,Expired
R04423,41600284,BT0001,12.84,18.81,2020-06-08 19:15:05,Expired
R04424,41701181,BT0007,9.24,27.65,2022-04-02 14:34:36,Expired
R04425,11900386,BT0006,16.54,21.14,2022-06-02 05:40:39,Expired
R04426,42200810,BT0005,3.51,12.65,2022-07-22 07:41:56,Expired
R04427,12000382,BT0004,7.02,13.36,2020-01-19 19:54:38,Expired
R04428,22201080,BT0002,27.76,26.94,2021-03-25 06:17:33,Expired
R04429,12001184,BT0007,7.77,6.38,2021-11-09 23:22:17,Expired
R04430,41401232,BT0003,18.03,3.51,2020-08-27 20:13:25,Expired
R04431,21600326,BT0006,13.96,3.15,2023-11-12 22:45:34,Expired
R04432,41400659,BT0001,10.86,24.66,2024-09-12 16:29:57,Expired
R04433,21200155,BT0007,14.92,20.35,2020-04-19 17:53:09,Expired
R04434,12100494,BT0001,5.33,16.36,2021-11-09 08:03:24,Expired
R04435,12100416,BT0003,21.41,25.12,2023-12-10 21:04:58,Expired
R04436,21501035,BT0002,5.56,24.64,2023-03-19 09:02:01,Expired
R04437,12000288,BT0003,10.65,21.54,2020-03-25 17:56:37,Expired
R04438,22200861,BT0001,13.95,6.43,2023-06-15 12:05:23,Expired
R04439,11900419,BT0001,12.52,28.63,2023-09-17 00:38:26,Expired
R04440,42100782,BT0002,2.45,15.65,2023-02-01 06:19:13,Expired
R04441,21900956,BT0001,9.98,20.11,2022-12-26 10:28:45,Expired
R04442,41601008,BT0007,5.72,11.13,2022-03-02 21:18:17,Expired
R04443,11201238,BT0004,20.29,20.85,2021-10-27 08:09:17,Expired
R04444,42200820,BT0006,16.6,17.4,2024-03-28 11:47:18,Expired
R04445,21500148,BT0003,28.17,16.12,2024-03-11 20:02:38,Expired
R04446,41500424,BT0003,18.59,17.74,2023-12-07 07:31:51,Expired
R04447,11300348,BT0007,14.38,5.43,2023-07-09 17:31:17,Expired
R04448,42100564,BT0004,5.23,15.55,2023-06-28 20:30:23,Expired
R04449,11700707,BT0007,5.58,12.97,2023-09-17 14:19:22,Expired
R04450,12100630,BT0001,10.26,12.79,2020-02-03 16:08:44,Expired
R04451,12201179,BT0005,9.28,25.6,2023-09-20 05:10:50,Expired
R04452,41301189,BT0004,28.65,18.9,2022-11-12 10:55:35,Expired
R04453,21401040,BT0007,22.55,12.74,2022-01-06 01:08:04,Expired
R04454,42100190,BT0006,1.67,8.2,2022-05-15 11:57:22,Expired
R04455,41900778,BT0005,19.45,20.96,2020-02-09 17:34:23,Expired
R04456,21800633,BT0001,11.29,28.45,2022-06-17 20:37:08,Expired
R04457,11900393,BT0002,17.19,18.5,2020-10-17 17:59:16,Expired
R04458,41400498,BT0005,17.76,6.78,2023-07-26 06:45:40,Expired
R04459,41701147,BT0001,12.19,17.53,2020-08-20 10:29:32,Expired
R04460,12101074,BT0004,19.37,22.91,2024-06-02 16:18:15,Expired
R04461,41600930,BT0006,1.98,16.03,2020-01-11 13:36:02,Expired
