Record_id,G_id,BetType_id,Odds1,Odds2,Lastest_modified,Status
R000003975,21601022,BT00000003,15.4,15.43,2017/3/17 00:44,Expired
R000003977,21601025,BT00000004,14.34,12.89,2017/3/17 20:00,Expired
R000003978,21601024,BT00000005,2.72,21.92,2017/3/17 20:12,Expired
R000003979,21601022,BT00000005,14.48,5.72,2017/3/17 22:15,Expired
R000003980,21601027,BT00000002,8.58,15.05,2017/3/17 23:22,Expired
R000003981,21601032,BT00000007,22.67,5.26,2017/3/18 05:12,Expired
R000003982,21601028,BT00000001,9.76,9.22,2017/3/18 06:46,Expired
R000003983,21601030,BT00000005,23.66,20.5,2017/3/18 12:18,Expired
R000003984,21601032,BT00000002,11.58,14.67,2017/3/18 17:47,Expired
R000003985,21601029,BT00000002,18.25,6.64,2017/3/18 18:35,Expired
R000003986,21601030,BT00000003,12.45,22.46,2017/3/18 18:47,Expired
R000003987,21601029,BT00000005,17.69,10.24,2017/3/18 23:59,Expired
R000003988,21601038,BT00000007,16.89,17.57,2017/3/19 00:53,Expired
R000003989,21601036,BT00000006,14.79,18.89,2017/3/19 10:02,Expired
R000003990,21601037,BT00000004,17.71,2.07,2017/3/19 21:42,Expired
R000003991,21601048,BT00000004,7.94,17.36,2017/3/20 01:40,Expired
R000003992,21601045,BT00000002,3.76,19.66,2017/3/20 07:08,Expired
R000003993,21601049,BT00000002,24.92,21.67,2017/3/20 11:40,Expired
R000003994,21601050,BT00000002,22.2,18.3,2017/3/20 13:22,Expired
R000003995,21601046,BT00000003,2.49,8.91,2017/3/20 16:09,Expired
R000003996,21601047,BT00000005,8.93,22.4,2017/3/20 19:09,Expired
R000003998,21601048,BT00000001,8.19,18.08,2017/3/20 22:19,Expired
R000003999,21601061,BT00000002,5.73,17.73,2017/3/22 00:58,Expired
R000004000,21601064,BT00000007,16.17,15.2,2017/3/22 03:47,Expired
R000004001,21601059,BT00000007,12.61,22.21,2017/3/22 04:15,Expired
R000004002,21601063,BT00000003,10.17,24.84,2017/3/22 04:33,Expired
R000004003,21601070,BT00000007,6.01,14.4,2017/3/23 05:01,Expired
R000004004,21601071,BT00000001,4.77,11.82,2017/3/23 10:35,Expired
R000004005,21601080,BT00000005,19.41,23.44,2017/3/24 00:11,Expired
R000004006,21601072,BT00000004,6.36,9.19,2017/3/24 01:41,Expired
R000004007,21601077,BT00000006,23,19.84,2017/3/24 03:06,Expired
R000004008,21601074,BT00000003,8.64,15.56,2017/3/24 08:37,Expired
R000004009,21601072,BT00000007,11.16,13.15,2017/3/24 09:37,Expired
R000004010,21601072,BT00000001,16.98,16.35,2017/3/24 15:48,Expired
R000004011,21601078,BT00000002,5.75,17.84,2017/3/24 19:59,Expired
R000004012,21601084,BT00000001,13.91,6.36,2017/3/25 07:25,Expired
R000004013,21601084,BT00000002,19.27,17.93,2017/3/25 10:47,Expired
R000004014,21601085,BT00000001,11.99,23.21,2017/3/25 10:51,Expired
R000004015,21601085,BT00000005,22.67,3.31,2017/3/25 14:09,Expired
R000004016,21601083,BT00000006,20.56,12.56,2017/3/25 15:56,Expired
R000004017,21601086,BT00000004,1.99,11.38,2017/3/25 16:10,Expired
R000004018,21601085,BT00000003,6.34,2.63,2017/3/25 19:36,Expired
R000004019,21601083,BT00000004,7.3,8.32,2017/3/25 21:06,Expired
R000004020,21601086,BT00000006,2.24,3.96,2017/3/25 22:43,Expired
R000004021,21601088,BT00000006,23.18,2.39,2017/3/26 01:44,Expired
R000004022,21601087,BT00000002,7.93,6.46,2017/3/26 02:49,Expired
R000004023,21601094,BT00000003,2.56,7.38,2017/3/26 04:07,Expired
R000004024,21601094,BT00000005,18.14,8.84,2017/3/26 18:18,Expired
R000004025,21601096,BT00000003,5.57,16.11,2017/3/26 18:58,Expired
R000004026,21601100,BT00000006,1.82,4.2,2017/3/27 04:11,Expired
R000004027,21601102,BT00000007,23.03,23.34,2017/3/27 11:07,Expired
R000004028,21601098,BT00000007,20.2,18.39,2017/3/27 12:42,Expired
R000004029,21601099,BT00000006,14.97,6.08,2017/3/27 16:56,Expired
R000004030,21601106,BT00000006,23.74,14.32,2017/3/28 02:13,Expired
R000004031,21601108,BT00000003,10.47,20.29,2017/3/28 03:35,Expired
R000004032,21601103,BT00000004,1.86,17.53,2017/3/28 16:40,Expired
R000004033,21601110,BT00000005,2.27,11.58,2017/3/28 22:42,Expired
R000004034,21601104,BT00000001,10.35,8.6,2017/3/28 23:07,Expired
R000004035,21601117,BT00000006,18.95,1.66,2017/3/29 01:03,Expired
R000004036,21601113,BT00000006,23.72,8.25,2017/3/29 02:45,Expired
R000004037,21601120,BT00000007,23.09,11.86,2017/3/29 03:11,Expired
R000004038,21601120,BT00000005,22.84,8.03,2017/3/29 07:13,Expired
R000004039,21601117,BT00000007,17.51,10.08,2017/3/29 09:47,Expired
R000004040,21601113,BT00000001,6.07,23.76,2017/3/29 10:55,Expired
R000004041,21601111,BT00000003,17.46,2.74,2017/3/29 11:41,Expired
R000004042,21601114,BT00000002,4.88,12.43,2017/3/29 12:53,Expired
R000004043,21601115,BT00000006,4.13,14.42,2017/3/29 15:55,Expired
R000004044,21601117,BT00000004,4.6,10.39,2017/3/29 16:13,Expired
R000004045,21601113,BT00000004,21.76,2.29,2017/3/29 18:14,Expired
R000004046,21601116,BT00000004,10.29,8.34,2017/3/29 20:03,Expired
R000004047,21601116,BT00000007,16.11,12.76,2017/3/29 22:18,Expired
R000004048,21601125,BT00000007,21.35,1.87,2017/3/30 09:02,Expired
R000004049,21601121,BT00000001,1.64,19.77,2017/3/30 12:23,Expired
R000004050,21601121,BT00000005,8.75,5.31,2017/3/30 12:52,Expired
R000004051,21601122,BT00000003,21.17,19.6,2017/3/30 19:59,Expired
R000004052,21601126,BT00000007,4.23,8,2017/3/31 02:51,Expired
R000004053,21601131,BT00000004,16.69,19.58,2017/3/31 08:09,Expired
R000004054,21601126,BT00000001,4.41,11.09,2017/3/31 12:34,Expired
R000004055,21601128,BT00000004,20.15,5.86,2017/3/31 13:21,Expired
R000004056,21601126,BT00000002,15.33,7.71,2017/3/31 21:55,Expired
R000004057,21601139,BT00000001,5.5,15.25,2017/4/1 04:35,Expired
R000004058,21601140,BT00000001,8.55,5.18,2017/4/1 05:14,Expired
R000004059,21601138,BT00000003,12.27,17.15,2017/4/1 09:02,Expired
R000004061,21601147,BT00000007,23.2,11.34,2017/4/2 03:22,Expired
R000004062,21601146,BT00000003,24.15,10.49,2017/4/2 04:34,Expired
R000004063,21601145,BT00000003,12.91,3,2017/4/2 06:49,Expired
R000004064,21601145,BT00000001,21.84,13.61,2017/4/2 13:33,Expired
R000004065,21601149,BT00000006,10.88,24.14,2017/4/2 15:12,Expired
R000004066,21601153,BT00000006,3.39,3.01,2017/4/2 16:35,Expired
R000004067,21601142,BT00000003,22.46,9.88,2017/4/2 21:30,Expired
R000004068,21601146,BT00000002,24.65,22.18,2017/4/2 22:13,Expired
R000004069,21601148,BT00000004,12.18,3.27,2017/4/2 23:34,Expired
R000004070,21601157,BT00000004,11.74,12.7,2017/4/4 01:51,Expired
R000004071,21601164,BT00000003,13.59,19.91,2017/4/4 04:17,Expired
R000004072,21601156,BT00000003,18.36,11.54,2017/4/4 06:10,Expired
R000004073,21601155,BT00000003,11.17,7.16,2017/4/4 09:20,Expired
R000004074,21601162,BT00000007,5.77,15.69,2017/4/4 12:14,Expired
R000004075,21601158,BT00000004,1.86,7.24,2017/4/4 15:22,Expired
R000004076,21601154,BT00000006,11.7,9.99,2017/4/4 23:57,Expired
R000004077,21601171,BT00000001,10.62,4.38,2017/4/5 06:57,Expired
R000004078,21601171,BT00000003,5.18,3.38,2017/4/5 22:52,Expired
R000004079,21601174,BT00000007,1.99,14.85,2017/4/6 00:03,Expired
R000004080,21601174,BT00000004,12.62,15.89,2017/4/6 02:33,Expired
R000004081,21601173,BT00000003,10.78,5.57,2017/4/6 04:54,Expired
R000004082,21601173,BT00000004,15.99,16.87,2017/4/6 09:08,Expired
R000004083,21601175,BT00000005,17.99,3.75,2017/4/6 12:02,Expired
R000004084,21601176,BT00000003,3.93,9.63,2017/4/6 16:36,Expired
R000004085,21601178,BT00000003,5.14,10.88,2017/4/6 20:39,Expired
R000004086,21601177,BT00000003,8.42,20.81,2017/4/6 21:46,Expired
R000004087,21601186,BT00000004,2.73,18.4,2017/4/7 00:55,Expired
R000004088,21601187,BT00000002,21.64,8.62,2017/4/7 01:34,Expired
R000004089,21601186,BT00000001,6.68,3.9,2017/4/7 04:19,Expired
R000004090,21601185,BT00000002,7.74,2.96,2017/4/7 12:07,Expired
R000004091,21601180,BT00000002,24.85,12.99,2017/4/7 17:13,Expired
R000004092,21601186,BT00000005,18.22,14.77,2017/4/7 20:36,Expired
R000004093,21601186,BT00000006,2.41,3.67,2017/4/7 21:41,Expired
R000004094,21601184,BT00000003,18.5,12.86,2017/4/7 22:46,Expired
R000004095,21601186,BT00000003,5.1,2.32,2017/4/7 23:38,Expired
R000004096,21601193,BT00000002,2.5,15.94,2017/4/8 09:48,Expired
R000004097,21601194,BT00000002,12.37,2.74,2017/4/8 11:22,Expired
R000004098,21601190,BT00000006,6.98,10.15,2017/4/8 12:59,Expired
R000004099,21601193,BT00000007,4.95,2,2017/4/8 14:26,Expired
R000004100,21601193,BT00000003,18.67,14.87,2017/4/8 15:03,Expired
R000004101,21601190,BT00000005,12.46,6.7,2017/4/8 18:20,Expired
R000004102,21601195,BT00000001,9.9,13.98,2017/4/8 19:39,Expired
R000004103,21601197,BT00000006,15.95,23.42,2017/4/9 03:30,Expired
R000004104,21601196,BT00000005,15.97,6.87,2017/4/9 14:53,Expired
R000004105,21601197,BT00000005,17.1,5.68,2017/4/9 14:55,Expired
R000004106,21601200,BT00000006,13.75,3.8,2017/4/9 17:12,Expired
R000004107,21601200,BT00000003,22.72,2.74,2017/4/9 20:18,Expired
R000004108,21601199,BT00000006,3.41,19.31,2017/4/9 22:27,Expired
R000004109,21601203,BT00000002,7.49,15.3,2017/4/10 01:39,Expired
R000004110,21601208,BT00000002,3.83,24.56,2017/4/10 02:58,Expired
R000004111,21601204,BT00000007,14.97,12.67,2017/4/10 03:17,Expired
R000004112,21601210,BT00000003,22.85,17.43,2017/4/10 06:49,Expired
R000004113,21601209,BT00000005,3.58,17.76,2017/4/10 11:52,Expired
R000004114,21601206,BT00000002,9.48,11.31,2017/4/10 12:29,Expired
R000004115,21601208,BT00000003,8.71,23.51,2017/4/10 19:00,Expired
R000004116,21601207,BT00000005,3.82,19.49,2017/4/10 23:37,Expired
R000004117,21601216,BT00000001,15.39,1.8,2017/4/11 03:57,Expired
R000004118,21601214,BT00000007,17.03,4.31,2017/4/11 04:46,Expired
R000004119,21601216,BT00000004,22.09,18.43,2017/4/11 06:01,Expired
R000004120,21601214,BT00000003,23.46,3.96,2017/4/11 10:25,Expired
R000004121,21601216,BT00000003,20.37,23.23,2017/4/11 23:47,Expired
R000004122,21601227,BT00000003,8.19,22.71,2017/4/12 01:01,Expired
R000004123,21601230,BT00000007,7.71,1.83,2017/4/12 04:14,Expired
R000004124,21601230,BT00000003,4.7,12.06,2017/4/12 17:47,Expired
R000004125,21601224,BT00000004,22.23,19.04,2017/4/12 18:30,Expired
R000004126,41600121,BT00000003,14.4,16.92,2017/4/15 21:07,Expired
R000004127,41600161,BT00000007,19.11,16.86,2017/4/16 01:49,Expired
R000004128,41600161,BT00000004,16.36,9.06,2017/4/16 05:19,Expired
R000004129,41600131,BT00000004,16.85,6.16,2017/4/16 11:22,Expired
R000004130,41600101,BT00000007,11.31,14.34,2017/4/16 11:31,Expired
R000004131,41600141,BT00000001,22.65,10.65,2017/4/16 13:39,Expired
R000004132,41600101,BT00000004,2.17,7.12,2017/4/16 17:14,Expired
R000004133,41600161,BT00000001,19.97,3.48,2017/4/16 21:02,Expired
R000004134,41600112,BT00000003,1.55,20.8,2017/4/17 04:49,Expired
R000004135,41600172,BT00000004,13.47,17.49,2017/4/18 07:40,Expired
R000004136,41600122,BT00000005,19.15,9.34,2017/4/18 10:28,Expired
R000004137,41600102,BT00000005,11.43,1.71,2017/4/18 14:08,Expired
R000004138,41600142,BT00000006,20.72,20.71,2017/4/19 04:56,Expired
R000004139,41600173,BT00000002,16.98,11.12,2017/4/21 10:31,Expired
R000004140,41600143,BT00000001,5.43,21.61,2017/4/22 02:14,Expired
R000004141,41600124,BT00000007,8.83,14.58,2017/4/22 04:47,Expired
R000004142,41600154,BT00000003,8.39,15.07,2017/4/22 10:28,Expired
R000004143,41600133,BT00000005,22.21,10.62,2017/4/22 20:22,Expired
R000004144,41600174,BT00000003,19.75,17.96,2017/4/23 02:05,Expired
R000004145,41600104,BT00000005,4.59,7.02,2017/4/23 07:18,Expired
R000004147,41600164,BT00000003,9.79,11.02,2017/4/23 14:58,Expired
R000004148,41600104,BT00000001,14.59,20.76,2017/4/23 23:01,Expired
R000004149,41600125,BT00000003,1.77,19.18,2017/4/24 17:00,Expired
R000004150,41600125,BT00000006,6.13,19.76,2017/4/24 20:54,Expired
R000004151,41600165,BT00000005,14.71,21.52,2017/4/25 02:20,Expired
R000004152,41600135,BT00000004,23.4,8.8,2017/4/26 23:23,Expired
R000004153,41600156,BT00000001,12.44,3.89,2017/4/27 08:45,Expired
R000004154,41600106,BT00000004,11.02,20.15,2017/4/28 10:21,Expired
R000004155,41600201,BT00000007,18.3,15.07,2017/4/30 02:39,Expired
R000004157,41600177,BT00000005,16.42,19.07,2017/4/30 18:01,Expired
R000004158,41600201,BT00000005,13.9,6.89,2017/4/30 20:01,Expired
R000004159,41600211,BT00000001,12.26,9.56,2017/5/1 08:49,Expired
R000004160,41600211,BT00000004,2.11,12.47,2017/5/1 18:45,Expired
R000004161,41600232,BT00000003,18.19,8.29,2017/5/3 15:44,Expired
R000004162,41600203,BT00000007,2.41,18.44,2017/5/4 06:29,Expired
R000004163,41600203,BT00000004,13.57,17.08,2017/5/4 09:32,Expired
R000004164,41600203,BT00000003,18.28,12.94,2017/5/4 23:40,Expired
R000004165,41600233,BT00000006,21.15,20.81,2017/5/5 10:28,Expired
R000004166,41600233,BT00000002,15.65,14.25,2017/5/5 12:59,Expired
R000004167,41600214,BT00000001,23.78,3.35,2017/5/7 00:24,Expired
R000004168,41600224,BT00000007,14.9,8.97,2017/5/8 06:23,Expired
R000004169,41600205,BT00000005,24.65,4.49,2017/5/10 08:28,Expired
R000004170,41600236,BT00000007,5.83,8.94,2017/5/11 07:57,Expired
R000004172,41600236,BT00000002,4.23,17.27,2017/5/11 15:25,Expired
R000004173,41600207,BT00000002,8.26,19.1,2017/5/15 09:42,Expired
R000004174,41600207,BT00000004,4.32,7.24,2017/5/15 11:56,Expired
R000004175,41600312,BT00000006,12.69,2.4,2017/5/16 23:02,Expired
R000004176,41600302,BT00000002,12.02,2.7,2017/5/19 07:00,Expired
R000004177,41600313,BT00000007,24.45,8.01,2017/5/20 15:32,Expired
R000004178,41600313,BT00000001,2.54,1.64,2017/5/20 17:30,Expired
R000004179,41600314,BT00000001,8.46,6.68,2017/5/22 07:33,Expired
R000004180,41600401,BT00000004,22.49,10.47,2017/6/1 02:04,Expired
R000004182,41600404,BT00000003,19.68,8.52,2017/6/9 07:47,Expired
R000004183,41600404,BT00000001,13.84,19.34,2017/6/9 10:42,Expired
R000004185,41600405,BT00000003,8.97,4.64,2017/6/12 19:02,Expired
R000004186,11700002,BT00000005,12.45,17.22,2017/9/30 06:33,Expired
R000004187,11700001,BT00000003,22.03,3.01,2017/9/30 23:01,Expired
R000004188,11700008,BT00000006,9.52,19.41,2017/10/2 08:52,Expired
R000004189,11700012,BT00000003,2.73,22.33,2017/10/3 05:32,Expired
R000004190,11700016,BT00000003,14.07,3.47,2017/10/3 12:32,Expired
R000004191,11700013,BT00000002,12.61,2.6,2017/10/3 16:50,Expired
R000004192,11700018,BT00000002,16.21,1.56,2017/10/4 03:21,Expired
R000004193,11700017,BT00000006,22.76,9.72,2017/10/4 17:21,Expired
R000004194,11700015,BT00000003,5.89,15.36,2017/10/4 20:01,Expired
R000004195,11700020,BT00000004,8.27,21.88,2017/10/4 22:08,Expired
R000004196,11700025,BT00000002,8.38,2.82,2017/10/5 00:19,Expired
R000004197,11700028,BT00000004,23.15,5.94,2017/10/5 00:23,Expired
R000004198,11700024,BT00000005,18.01,3.39,2017/10/5 01:31,Expired
R000004199,11700027,BT00000005,8.92,16.95,2017/10/5 01:42,Expired
R000004200,11700028,BT00000006,10.99,2.31,2017/10/5 08:00,Expired
R000004201,11700032,BT00000002,16.38,7.38,2017/10/6 03:11,Expired
R000004202,11700035,BT00000007,10.99,6.95,2017/10/6 10:54,Expired
R000004203,11700030,BT00000001,2.51,20.46,2017/10/6 16:14,Expired
R000004204,11700032,BT00000005,14.12,24.01,2017/10/6 19:07,Expired
R000004205,11700032,BT00000006,6.84,11.13,2017/10/6 19:32,Expired
R000004206,11700044,BT00000003,11.36,9.84,2017/10/8 04:05,Expired
R000004207,11700038,BT00000004,2.01,24.84,2017/10/8 10:26,Expired
R000004208,11700044,BT00000007,10.16,6.7,2017/10/8 10:45,Expired
R000004209,11700045,BT00000005,16.49,16.65,2017/10/8 14:03,Expired
R000004210,11700040,BT00000003,3.87,16.5,2017/10/8 14:39,Expired
R000004211,11700043,BT00000002,22.17,17.15,2017/10/8 14:46,Expired
R000004212,11700038,BT00000007,16.07,22,2017/10/8 17:17,Expired
R000004213,11700050,BT00000001,4.91,2.34,2017/10/9 03:19,Expired
R000004214,11700047,BT00000001,12.78,24.04,2017/10/9 04:22,Expired
R000004215,11700052,BT00000007,22.09,14.29,2017/10/9 06:44,Expired
R000004216,11700051,BT00000006,11.2,15.02,2017/10/9 19:12,Expired
R000004217,11700049,BT00000003,24.56,1.99,2017/10/9 22:27,Expired
R000004218,11700062,BT00000003,12.73,15.87,2017/10/11 01:37,Expired
R000004220,11700064,BT00000003,20.03,12.58,2017/10/11 09:05,Expired
R000004221,11700061,BT00000006,15.36,10.15,2017/10/11 16:24,Expired
R000004222,11700063,BT00000004,8.35,15.92,2017/10/11 21:10,Expired
R000004223,11700066,BT00000005,3.29,2.11,2017/10/12 00:06,Expired
R000004224,11700065,BT00000007,20.36,6.82,2017/10/12 07:43,Expired
R000004225,11700072,BT00000002,23.7,11,2017/10/13 03:13,Expired
R000004226,11700071,BT00000005,9.63,24.93,2017/10/13 11:04,Expired
R000004227,11700067,BT00000003,14.95,9.3,2017/10/13 11:18,Expired
R000004228,11700076,BT00000003,17.61,16.83,2017/10/13 16:59,Expired
R000004229,21700006,BT00000004,3.01,4.01,2017/10/18 01:54,Expired
R000004230,21700005,BT00000003,22.11,2.42,2017/10/18 04:59,Expired
R000004231,21700011,BT00000004,23.98,17.23,2017/10/18 10:10,Expired
R000004232,21700009,BT00000006,24.86,18.76,2017/10/18 14:15,Expired
R000004233,21700013,BT00000006,22.61,5.63,2017/10/18 16:00,Expired
R000004234,21700003,BT00000007,17.91,2.99,2017/10/18 20:55,Expired
R000004235,21700010,BT00000006,11.13,21.82,2017/10/18 21:27,Expired
R000004236,21700009,BT00000003,7.5,15.87,2017/10/18 22:29,Expired
R000004238,21700014,BT00000006,21.81,24.53,2017/10/19 15:24,Expired
R000004239,21700022,BT00000003,16.82,4.38,2017/10/20 03:22,Expired
R000004240,21700019,BT00000004,3.74,23.47,2017/10/20 13:16,Expired
R000004241,21700017,BT00000007,24.89,17.56,2017/10/20 14:14,Expired
R000004242,21700021,BT00000001,22.33,11.2,2017/10/20 14:44,Expired
R000004243,21700018,BT00000001,18.66,23.73,2017/10/20 16:49,Expired
R000004244,21700023,BT00000007,14.94,8.7,2017/10/20 17:52,Expired
R000004245,21700032,BT00000001,18.42,12.79,2017/10/21 10:18,Expired
R000004246,21700030,BT00000007,13.76,9.56,2017/10/21 12:26,Expired
R000004247,21700030,BT00000005,7.64,9.7,2017/10/21 13:23,Expired
R000004248,21700036,BT00000004,22.61,13.8,2017/10/21 13:54,Expired
R000004249,21700035,BT00000007,13.71,20.82,2017/10/21 16:05,Expired
R000004250,21700033,BT00000001,24.46,19.29,2017/10/21 22:53,Expired
R000004251,21700040,BT00000003,20.07,23.64,2017/10/22 07:56,Expired
R000004252,21700040,BT00000001,3.11,11.08,2017/10/22 11:49,Expired
R000004253,21700040,BT00000006,22.04,9.14,2017/10/22 16:02,Expired
R000004254,21700048,BT00000005,22.5,21.84,2017/10/23 00:03,Expired
R000004255,21700047,BT00000006,10.05,3,2017/10/23 03:16,Expired
R000004256,21700042,BT00000001,16.72,21.13,2017/10/23 14:29,Expired
R000004257,21700046,BT00000003,7.45,22.26,2017/10/23 21:47,Expired
R000004258,21700048,BT00000002,20.9,23.77,2017/10/23 22:02,Expired
R000004259,21700051,BT00000006,9.28,22.76,2017/10/24 00:29,Expired
R000004260,21700052,BT00000001,17.79,11.11,2017/10/24 07:38,Expired
R000004261,21700053,BT00000002,1.52,21,2017/10/24 19:48,Expired
R000004262,21700063,BT00000002,23.98,13.03,2017/10/25 07:18,Expired
R000004263,21700057,BT00000005,23.41,14.52,2017/10/25 11:36,Expired
R000004264,21700061,BT00000007,16.27,12.22,2017/10/25 16:32,Expired
R000004265,21700056,BT00000004,4,8.6,2017/10/25 18:35,Expired
R000004266,21700057,BT00000002,7.01,23.41,2017/10/25 22:33,Expired
R000004267,21700066,BT00000001,22.89,22,2017/10/26 08:21,Expired
R000004268,21700065,BT00000007,7.03,19.19,2017/10/26 09:43,Expired
R000004269,21700066,BT00000003,4.37,15.72,2017/10/26 10:04,Expired
R000004270,21700067,BT00000003,24.67,23.14,2017/10/26 12:23,Expired
R000004271,21700074,BT00000007,15.1,13.55,2017/10/27 02:27,Expired
R000004272,21700074,BT00000003,22.23,15.66,2017/10/27 03:54,Expired
R000004273,21700070,BT00000005,21.74,12.79,2017/10/27 07:20,Expired
R000004274,21700072,BT00000002,2.62,23.43,2017/10/27 07:22,Expired
R000004275,21700074,BT00000002,5.67,14.53,2017/10/27 07:35,Expired
R000004276,21700076,BT00000006,7.51,23.95,2017/10/27 08:45,Expired
R000004278,21700076,BT00000007,21.6,21.79,2017/10/27 14:16,Expired
R000004279,21700076,BT00000003,10.72,5.79,2017/10/27 15:20,Expired
R000004281,21700079,BT00000002,2.26,10.69,2017/10/28 05:56,Expired
R000004282,21700080,BT00000006,15.89,20.03,2017/10/28 09:04,Expired
R000004283,21700077,BT00000002,12.15,13.04,2017/10/28 12:03,Expired
R000004284,21700079,BT00000007,24.19,7.78,2017/10/28 15:03,Expired
R000004285,21700081,BT00000004,21.97,9.15,2017/10/28 15:28,Expired
R000004286,21700078,BT00000005,16.26,10.9,2017/10/28 16:08,Expired
R000004287,21700083,BT00000007,2.37,4.52,2017/10/28 16:24,Expired
R000004288,21700077,BT00000001,18.59,15.51,2017/10/28 19:51,Expired
R000004289,21700084,BT00000007,12.86,8.34,2017/10/28 19:51,Expired
R000004290,21700084,BT00000004,22.28,2.29,2017/10/28 21:01,Expired
R000004291,21700078,BT00000002,1.8,6.25,2017/10/28 21:39,Expired
R000004292,21700090,BT00000002,17.11,9.26,2017/10/29 00:33,Expired
R000004293,21700090,BT00000006,10.24,16.28,2017/10/29 01:37,Expired
R000004294,21700091,BT00000006,14.2,11.45,2017/10/29 07:53,Expired
R000004295,21700090,BT00000005,18.59,22.27,2017/10/29 10:12,Expired
R000004296,21700086,BT00000007,7.81,11.2,2017/10/29 15:13,Expired
R000004297,21700086,BT00000001,18.54,18.49,2017/10/29 16:17,Expired
R000004298,21700088,BT00000002,17.69,22.74,2017/10/29 19:36,Expired
R000004299,21700091,BT00000005,21.28,6.28,2017/10/29 19:56,Expired
R000004301,21700089,BT00000001,11.85,11.15,2017/10/29 22:09,Expired
R000004302,21700095,BT00000004,24.8,18.51,2017/10/30 00:28,Expired
R000004303,21700097,BT00000001,14.82,9.34,2017/10/30 02:23,Expired
R000004304,21700092,BT00000005,4.06,11.33,2017/10/30 03:07,Expired
R000004305,21700095,BT00000006,6.53,15.22,2017/10/30 03:40,Expired
R000004306,21700099,BT00000007,8.44,7.05,2017/10/30 20:05,Expired
R000004307,21700104,BT00000007,8.39,22.82,2017/10/31 00:59,Expired
R000004308,21700104,BT00000003,12.19,22.26,2017/10/31 09:34,Expired
R000004309,21700103,BT00000003,7.42,8.77,2017/10/31 11:12,Expired
R000004310,21700104,BT00000002,12.98,24.29,2017/10/31 14:47,Expired
R000004311,21700106,BT00000005,24.58,16.93,2017/11/1 01:48,Expired
R000004312,21700116,BT00000006,13.81,11.18,2017/11/1 03:12,Expired
R000004313,21700113,BT00000003,23.73,10.34,2017/11/1 05:10,Expired
R000004314,21700115,BT00000004,19.03,4.75,2017/11/1 06:14,Expired
R000004315,21700114,BT00000005,23.21,21.75,2017/11/1 07:24,Expired
R000004316,21700110,BT00000002,10.49,11.62,2017/11/1 08:09,Expired
R000004317,21700112,BT00000002,24.81,3.29,2017/11/1 09:21,Expired
R000004318,21700109,BT00000004,8.81,8.91,2017/11/1 10:02,Expired
R000004319,21700116,BT00000003,22.36,18.64,2017/11/1 12:41,Expired
R000004320,21700111,BT00000006,6.86,12.74,2017/11/1 13:23,Expired
R000004321,21700117,BT00000007,5.8,24.64,2017/11/2 04:28,Expired
R000004322,21700118,BT00000006,3.18,12.25,2017/11/2 07:05,Expired
R000004323,21700118,BT00000005,9.32,3.62,2017/11/2 09:05,Expired
R000004324,21700129,BT00000003,16.68,12.66,2017/11/3 02:51,Expired
R000004325,21700128,BT00000007,23.13,3.85,2017/11/3 04:12,Expired
R000004326,21700122,BT00000005,17.51,9.13,2017/11/3 07:20,Expired
R000004327,21700122,BT00000002,18.69,3.95,2017/11/3 07:31,Expired
R000004328,21700120,BT00000005,12.02,22.41,2017/11/3 08:23,Expired
R000004329,21700120,BT00000003,21.81,10.41,2017/11/3 09:40,Expired
R000004330,21700127,BT00000001,3.76,10.37,2017/11/3 10:33,Expired
R000004331,21700119,BT00000001,23.12,11.89,2017/11/3 15:05,Expired
R000004332,21700128,BT00000005,6.35,23.7,2017/11/3 15:23,Expired
R000004334,21700121,BT00000007,9.41,4.43,2017/11/3 19:02,Expired
R000004335,21700132,BT00000005,23.3,16.1,2017/11/4 02:34,Expired
R000004336,21700134,BT00000007,16.45,4.65,2017/11/4 05:04,Expired
R000004337,21700135,BT00000007,10.24,22.27,2017/11/4 09:31,Expired
R000004338,21700133,BT00000003,8.59,7.85,2017/11/4 10:09,Expired
R000004339,21700133,BT00000005,2.79,9.69,2017/11/4 20:09,Expired
R000004340,21700145,BT00000005,15.45,5.9,2017/11/5 01:35,Expired
R000004341,21700138,BT00000005,11.11,21.89,2017/11/5 03:00,Expired
R000004342,21700140,BT00000004,22.84,8.23,2017/11/5 05:23,Expired
R000004343,21700138,BT00000002,23.95,21.05,2017/11/5 09:01,Expired
R000004344,21700142,BT00000006,2.01,6.64,2017/11/5 14:54,Expired
R000004345,21700139,BT00000003,7.46,14.97,2017/11/5 18:33,Expired
R000004346,21700146,BT00000004,16.92,10.64,2017/11/6 16:10,Expired
R000004347,21700149,BT00000005,14.81,5.1,2017/11/7 00:26,Expired
R000004348,21700150,BT00000001,20.82,4.76,2017/11/7 00:46,Expired
R000004349,21700157,BT00000006,7.89,20.09,2017/11/7 02:40,Expired
R000004350,21700156,BT00000003,17.71,17.45,2017/11/7 03:10,Expired
R000004351,21700155,BT00000004,21.9,9.09,2017/11/7 06:08,Expired
R000004352,21700153,BT00000002,23.2,19.93,2017/11/7 07:55,Expired
R000004354,21700157,BT00000001,6.05,14.85,2017/11/7 11:25,Expired
R000004355,21700154,BT00000006,16.83,4.2,2017/11/7 15:14,Expired
R000004356,21700151,BT00000005,11.84,23.3,2017/11/7 15:49,Expired
R000004357,21700159,BT00000002,11.47,16.29,2017/11/8 05:30,Expired
